buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.6635616461296463,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2010-04-27 11:19:19-04:00
buggy,clean,clean,clean,1.791759469228055,7.005789019253503,8.386172928977834,2.3330643410365237,13.2249813356874,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6899085639445337,0.0,2010-04-29 20:20:22-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,3.6635616461296463,1.8272987202173137,0.0,7.644919344958857,4.024881655473852,0,0.6931471805599453,0.0,0.0,1.0986122886681098,1.0896831432033058,0.0,2010-05-03 14:18:27-04:00
clean,clean,clean,clean,0.0,0.0,0.0,0.0,0.0,0.0,4.934473933130692,0,0.0,0.0,0.0,1.3862943611198906,1.379604399810032,0.0,2010-05-03 14:18:52-04:00
buggy,clean,clean,clean,0.6931471805599453,2.4849066497880004,3.871201010907891,1.6715009354353911,8.405591014834934,7.04141166379481,4.970256463775587,0,0.6931471805599453,1.2007417837444896,0.6931471805599453,1.3862943611198906,1.6040803178700247,0.6931471805599453,2010-05-03 14:24:58-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,5.393627546352362,0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.6094379124341005,1.787179712994319,1.0986122886681098,2010-05-03 15:39:17-04:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.6094379124341005,1.6094379124341005,0.9800998240570444,4.465908118654584,4.127134385045092,4.154969184038536,0,0.6931471805599453,1.6094379124341005,0.6931471805599453,1.791759469228055,1.9400321757339736,0.6931471805599453,2010-05-04 11:45:08-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341005,1.0986122886681098,3.6635616461296463,0,0.6931471805599453,0.0,0.0,1.9459101490553128,2.0742731947183244,0.6931471805599453,2010-05-04 12:01:28-04:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.0986122886681098,2.995732273553991,1.510372648361221,0.6931471805599453,7.876258882303226,5.0369526024136295,0,0.6931471805599453,0.2006706954621511,1.0986122886681098,2.079441541679836,2.1925876999965523,1.6094379124341005,2010-05-04 12:27:42-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.833213344056216,0.0,0.0,0,0.0,0.0,0.0,2.19722457733622,2.298365369147572,0.0,2010-05-04 12:55:35-04:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.791759469228055,0.0,6.222576268071369,0,0.6931471805599453,0.0,0.6931471805599453,2.302585092994046,2.3940544446736105,1.6094379124341005,2010-05-04 12:58:45-04:00
buggy,buggy,buggy,buggy,1.0986122886681098,1.791759469228055,1.9459101490553128,1.198019737684462,3.044522437723423,2.079441541679836,6.012899827828047,1,0.6931471805599453,1.6094379124341005,1.3862943611198906,2.3978952727983707,2.476364888695065,1.9459101490553128,2010-05-06 13:18:32-04:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.995732273553991,0.6931471805599453,4.454347296253507,1,0.6931471805599453,0.0,0.6931471805599453,2.4849066497880004,2.55663665630125,1.9459101490553128,2010-05-06 17:26:02-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,1.791759469228055,5.513428746164983,0,0.6931471805599453,0.0,0.6931471805599453,2.5649493574615367,2.6309567022395104,2.079441541679836,2010-05-06 21:05:22-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,6.030685260261263,0,0.6931471805599453,0.0,0.0,2.6390573296152584,2.700481304047491,0.6931471805599453,2010-05-06 21:11:15-04:00
clean,clean,clean,clean,1.0986122886681098,1.3862943611198906,1.791759469228055,0.9841250146094755,5.730099782973574,6.280395838960195,5.239628370199357,0,0.6931471805599453,2.079441541679836,0.6931471805599453,0.0,0.0,1.3862943611198906,2010-05-06 21:35:18-04:00
clean,clean,clean,clean,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6931458170416788,0.0,2010-05-06 21:36:44-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,6.030685260261263,0,0.6931471805599453,0.0,0.0,1.0986122886681098,1.0986095827744218,1.0986122886681098,2010-05-06 21:38:09-04:00
buggy,buggy,buggy,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.791759469228055,1.791759469228055,5.5093883366279774,0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,1.386291594450594,2.19722457733622,2010-05-06 21:38:40-04:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,5.5093883366279774,0,1.0986122886681098,0.0,0.6931471805599453,2.70805020110221,2.7641222322774834,2.302585092994046,2010-05-07 10:07:25-04:00
