buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
clean,clean,clean,clean,0.693147181,0.693147181,1.098612289,0.543444648,3.044522438,0,0,0,0,0,0,0,0,0,2012-10-27 06:20:30-07:00
clean,clean,clean,clean,0.693147181,0.693147181,0.693147181,0,6.859614904,0,0,0,0,0,0,0.693147181,0.690204335,0,2012-10-29 22:25:44+05:18
buggy,clean,clean,clean,1.386294361,2.079441542,3.555348061,1.504364638,8.305978211,0,0,0,0,0,0,1.098612289,1.09664251,0.693147181,2012-10-29 22:32:44+05:18
clean,clean,clean,clean,0,0,1.098612289,0,3.044522438,0,0,0,0,0,0,1.386294361,1.384801947,0,2012-10-29 22:43:35+05:18
buggy,buggy,buggy,clean,0.693147181,0.693147181,0.693147181,0,3.526360525,1.098612289,1.609437912,0,0.693147181,0,0,1.609437912,1.608236031,0.693147181,2012-10-29 22:48:56+05:18
buggy,buggy,buggy,buggy,0.693147181,0.693147181,0.693147181,0,1.098612289,1.098612289,4.770684624,1,0.693147181,1.386294361,0.693147181,0,0,1.098612289,2012-11-01 19:30:22+01:00
clean,clean,clean,clean,0,0,0.693147181,0,1.098612289,1.098612289,0,1,0,0,0,1.791759469,1.783619349,0,2012-11-01 14:02:21-07:00
buggy,buggy,buggy,buggy,1.098612289,1.386294361,1.945910149,0.888246777,5.153291594,4.343805422,6.015750573,1,1.098612289,1.178654996,1.098612289,1.945910149,1.938572552,1.386294361,2012-11-02 06:05:57+05:18
buggy,buggy,buggy,buggy,1.098612289,1.098612289,1.098612289,0.660968651,2.564949357,1.791759469,6.246106765,0,0.693147181,0,0.693147181,2.079441542,2.072997291,1.609437912,2012-11-02 06:22:11+05:18
clean,clean,clean,clean,0.693147181,0.693147181,0.693147181,0,2.63905733,0,3.583518938,0,0.693147181,0,0,2.197224577,2.191273545,1.098612289,2012-11-02 08:36:07+05:18
buggy,buggy,buggy,clean,0.693147181,0.693147181,0.693147181,0,1.791759469,0.693147181,3.891820298,0,0.693147181,0,0,0.693147181,0.69247474,1.386294361,2012-11-02 07:17:57+01:00
clean,clean,clean,clean,0,0,0.693147181,0,1.791759469,0.693147181,0,1,0,0,0,2.302585093,2.296920378,0,2012-11-01 23:20:36-07:00
clean,clean,clean,clean,0.693147181,0.693147181,0.693147181,0,1.386294361,1.386294361,3.970291914,0,1.098612289,0,0,1.098612289,1.098153358,1.609437912,2012-11-02 07:26:23+01:00
clean,clean,clean,clean,0,0,0.693147181,0,1.386294361,1.386294361,0,1,0,0,0,2.397895273,2.392727664,0,2012-11-01 23:31:46-07:00
buggy,buggy,buggy,clean,0.693147181,0.693147181,0.693147181,0,1.945910149,1.609437912,2.772588722,0,0.693147181,0,0,1.386294361,1.385399145,1.386294361,2012-11-02 13:52:57+01:00
clean,clean,clean,clean,0,0,0.693147181,0,1.945910149,1.609437912,0,1,0,0,0,2.48490665,2.479499798,0,2012-11-02 05:58:45-07:00
buggy,buggy,buggy,clean,0.693147181,0.693147181,0.693147181,0,3.091042453,0.693147181,3.970291914,0,1.098612289,0,0,1.609437912,1.608699124,1.791759469,2012-11-02 14:07:52+01:00
buggy,buggy,buggy,clean,0.693147181,1.098612289,1.098612289,0.384578898,1.791759469,1.791759469,2.602689685,1,1.098612289,0,0,2.564949357,2.559939813,1.609437912,2012-11-02 18:28:00+05:18
clean,clean,clean,clean,0.693147181,0.693147181,0.693147181,0,2.302585093,0,2.833213344,0,0.693147181,0,0,1.791759469,1.791110373,0.693147181,2012-11-02 14:29:00+01:00
clean,clean,clean,clean,0,0,0.693147181,0,3.091042453,0.693147181,0,1,0,0,0,2.63905733,2.634372763,0,2012-11-02 06:29:10-07:00
clean,clean,clean,clean,0,0,0.693147181,0,2.302585093,0,0,1,0,0,0,2.708050201,2.70367665,0,2012-11-02 06:30:17-07:00
buggy,buggy,buggy,clean,0.693147181,0.693147181,0.693147181,0,3.465735903,0,0,0,0,0,0,2.772588722,2.767004864,0,2012-11-03 08:44:57+05:18
clean,clean,clean,clean,0.693147181,0.693147181,0.693147181,0,0,3.526360525,4.290459441,0,1.098612289,0,0,2.833213344,2.827957418,1.945910149,2012-11-03 08:45:44+05:18
buggy,buggy,buggy,clean,0.693147181,0.693147181,1.098612289,0.651437205,1.609437912,1.098612289,3.583518938,0,1.098612289,0,0,2.890371758,2.885401316,2.197224577,2012-11-03 08:49:47+05:18
buggy,buggy,buggy,clean,0.693147181,0.693147181,0.693147181,0,0.693147181,0.693147181,3.465735903,0,0.693147181,0,0,2.944438979,2.939688829,1.098612289,2012-11-03 09:13:10+05:18
clean,clean,clean,clean,0.693147181,0.693147181,0.693147181,0,3.496507561,0.693147181,2.48490665,0,0.693147181,0,0,1.945910149,1.942682447,0.693147181,2012-11-03 17:51:13+01:00
buggy,buggy,buggy,clean,0.693147181,0.693147181,0.693147181,0,2.63905733,2.397895273,3.465735903,1,0.693147181,0,0,2.079441542,2.076487811,1.386294361,2012-11-03 19:09:38+01:00
