buggy_B2,buggy_AG,buggy_MA,buggy_RA,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,commit_date
buggy,clean,clean,clean,1.6094379124341005,2.995732273553991,3.80666248977032,1.6678164421029935,7.440146680662688,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-04 17:28:05+02:00
buggy,clean,clean,clean,1.0986122886681098,2.8903717578961645,3.332204510175204,1.5859179957438785,7.458186157340487,2.302585092994046,3.034621366740712,0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6926789973990948,0.6931471805599453,2016-06-05 01:40:35+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,2.4849066497880004,2.5649493574615367,1.2138971037291015,6.226536669287466,3.4657359027997265,4.415824014257172,0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.0972966680854606,1.0986122886681098,2016-06-05 14:53:03+02:00
clean,clean,clean,clean,0.0,0.0,2.5649493574615367,0.0,6.226536669287466,3.4657359027997265,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-05 14:57:21+02:00
clean,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.19722457733622,0.0,5.472270673671475,0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,1.3852150976229332,1.3862943611198906,2016-06-05 15:58:08+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,2.19722457733622,2.4849066497880004,1.1465468927669078,6.467698726104354,3.8918202981106265,4.290459441148391,0,0.6931471805599453,0.2231435513142097,1.3862943611198906,1.6094379124341005,1.6068672273802818,1.6094379124341005,2016-06-06 10:42:46+02:00
clean,clean,clean,clean,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,1.0986122886681098,5.225746673713202,1,0.6931471805599453,0.0,0.6931471805599453,1.791759469228055,1.789552066618746,1.791759469228055,2016-06-06 11:24:17+02:00
clean,clean,buggy,buggy,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.6417254355208117,3.332204510175204,2.19722457733622,4.669708707125663,0,0.6931471805599453,0.4054651081081644,1.0986122886681098,1.9459101490553128,1.9439316366435964,1.9459101490553128,2016-06-06 12:17:37+02:00
clean,clean,clean,clean,0.0,0.0,2.4849066497880004,0.0,6.480044561926653,3.8918202981106265,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6919289640871383,0.0,2016-06-06 12:20:17+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.9444389791664403,1.9459101490553128,5.545177444479562,0,0.6931471805599453,0.0,0.6931471805599453,2.079441541679836,2.077689434540684,2.079441541679836,2016-06-06 12:30:20+02:00
buggy,clean,clean,clean,1.3862943611198906,2.8903717578961645,3.332204510175204,1.5032266664430316,7.359467638255621,5.948034989180646,4.115719421806834,0,0.6931471805599453,0.534082485930258,1.9459101490553128,0.0,0.0,2.19722457733622,2016-06-07 21:48:17+02:00
buggy,buggy,buggy,buggy,1.3862943611198906,2.5649493574615367,2.70805020110221,1.3611435488957513,5.272999558563747,4.59511985013459,4.626372393638694,1,1.0986122886681098,0.1670540846631661,1.791759469228055,0.6931471805599453,0.6930443774145224,2.302585092994046,2016-06-07 23:36:22+02:00
clean,clean,clean,clean,0.0,0.0,3.49650756146648,0.0,7.477038472319696,6.113682179832232,0.0,0,0.0,0.0,0.0,1.0986122886681098,1.0942264074455972,0.0,2016-06-08 11:32:39+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.9459101490553128,2.079441541679836,1.1719562293531556,4.634728988229636,2.833213344056216,4.962844630259907,0,1.0986122886681098,0.6931471805599453,1.6094379124341005,1.0986122886681098,1.0966891341008795,2.3978952727983707,2016-06-09 00:01:28+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.4271190031256343,3.218875824868201,2.302585092994046,5.0369526024136295,0,1.0986122886681098,0.0,1.0986122886681098,1.3862943611198906,1.3840607491045025,2.4849066497880004,2016-06-09 09:17:55+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.6820940980140019,2.8903717578961645,0.0,4.529008825022528,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.6094379124341005,1.6076459067452633,2.5649493574615367,2016-06-09 09:21:33+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,2.19722457733622,2.302585092994046,1.3729063132824073,4.882801922586371,4.983606621708336,4.9159175313708685,0,1.0986122886681098,0.6931471805599453,2.079441541679836,1.791759469228055,1.7895828883674385,2.6390573296152584,2016-06-09 16:33:44+02:00
buggy,buggy,buggy,buggy,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.3675043254974734,3.8918202981106265,2.8903717578961645,5.123963979403259,0,1.0986122886681098,0.0,1.0986122886681098,1.9459101490553128,1.9439917414568608,2.70805020110221,2016-06-09 17:06:21+02:00
clean,clean,clean,clean,0.0,0.0,2.772588722239781,0.0,5.66988092298052,5.043425116919247,0.0,0,0.0,0.0,0.0,1.3862943611198906,1.380222501740968,0.0,2016-06-09 20:19:08+02:00
buggy,clean,clean,clean,1.0986122886681098,2.833213344056216,3.4657359027997265,1.537922278651164,7.119635638017636,4.7535901911063645,4.3960408780486935,0,1.0986122886681098,0.8718389693033212,2.3978952727983707,2.19722457733622,2.185369471014972,2.772588722239781,2016-06-10 18:50:46+02:00
clean,clean,clean,clean,0.0,0.0,3.4657359027997265,0.0,7.119635638017636,4.7535901911063645,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-11 18:43:15+02:00
buggy,buggy,buggy,buggy,1.0986122886681098,2.4849066497880004,2.833213344056216,1.030601607449558,6.342121418721152,3.258096538021482,4.658118360306187,0,1.0986122886681098,0.7731898882334818,2.079441541679836,2.302585092994046,2.289298021083133,2.833213344056216,2016-06-11 20:45:40+02:00
clean,clean,clean,clean,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,5.391352232515226,0,1.0986122886681098,0.0,0.6931471805599453,2.3978952727983707,2.385821165259695,2.8903717578961645,2016-06-11 20:47:00+02:00
